year,team,player,position_raw,position_primary_code,position_primary_label,salary_usd,war,position_code,position_label,n_positions,salary_split,war_split
2025,NYY,Devin Williams,rhp,rhp,RHP,8600000,1.4,rhp,RHP,2,4300000,0.7
2025,NYY,Devin Williams,c,rhp,RHP,8600000,1.4,c,C,2,4300000,0.7
2025,LAD,Blake Treinen,rhp,rhp,RHP,8500000,-0.1,rhp,RHP,1,8500000,-0.1
2025,BAL,Gary Sánchez,c,c,C,8500000,-0.2,c,C,1,8500000,-0.2
2025,PHI,Jordan Romano,rhp,rhp,RHP,8500000,-0.4,rhp,RHP,2,4250000,-0.2
2025,PHI,Jordan Romano,c,rhp,RHP,8500000,-0.4,c,C,2,4250000,-0.2
2025,LAD,Tommy Edman,2b,2b,2B,8400000,1.2,2b,2B,2,4200000,0.6
2025,LAD,Tommy Edman,cf,2b,2B,8400000,1.2,cf,CF,2,4200000,0.6
2025,STL,Ryan Helsley,rhp,rhp,RHP,8200000,0.2,rhp,RHP,2,4100000,0.1
2025,STL,Ryan Helsley,c,rhp,RHP,8200000,0.2,c,C,2,4100000,0.1
2025,TOR,Daulton Varsho,lf,lf,LF,8200000,2.2,lf,LF,1,8200000,2.2
2025,KCR,Bobby Witt Jr.,ss,ss,SS,8111111,8,ss,SS,1,8111111,8
2025,CIN,Emilio Pagán,rhp,rhp,RHP,8000000,1,rhp,RHP,1,8000000,1
2025,ATL,Reynaldo López,rhp,rhp,RHP,8000000,-0.1,rhp,RHP,1,8000000,-0.1
2025,BAL,Seranthony Domínguez,rhp,rhp,RHP,8000000,0.9,rhp,RHP,1,8000000,0.9
2025,MIL,Freddy Peralta,rhp,rhp,RHP,8000000,3.6,rhp,RHP,2,4000000,1.8
2025,MIL,Freddy Peralta,s,rhp,RHP,8000000,3.6,s,SS,2,4000000,1.8
2025,TBR,Danny Jansen,c,c,C,8000000,1.3,c,C,1,8000000,1.3
2025,BAL,Ryan O'Hearn,1b,1b,1B,8000000,3,1b,1B,2,4000000,1.5
2025,BAL,Ryan O'Hearn,of,1b,1B,8000000,3,of,OF,2,4000000,1.5
2025,MIL,Aaron Civale,rhp,rhp,RHP,8000000,0.9,rhp,RHP,2,4000000,0.45
2025,MIL,Aaron Civale,s,rhp,RHP,8000000,0.9,s,SS,2,4000000,0.45
2025,ATL,Michael Harris II,cf,cf,CF,8000000,1.4,cf,CF,1,8000000,1.4
2025,CLE,Lane Thomas,rf,rf,RF,7825000,-0.5,rf,RF,1,7825000,-0.5
2025,LAA,Taylor Ward,lf,lf,LF,7825000,2.9,lf,LF,1,7825000,2.9
2025,DET,Tommy Kahnle,rhp,rhp,RHP,7750000,-0.2,rhp,RHP,1,7750000,-0.2
2025,PHI,Alec Bohm,3b,3b,3B,7700000,1.7,3b,3B,1,7700000,1.7
2025,TOR,Jeff Hoffman,rhp,rhp,RHP,7666667,-0.4,rhp,RHP,2,3833333.5,-0.2
2025,TOR,Jeff Hoffman,s,rhp,RHP,7666667,-0.4,s,SS,2,3833333.5,-0.2
2025,SEA,Logan Gilbert,rhp,rhp,RHP,7625000,2.6,rhp,RHP,2,3812500,1.3
2025,SEA,Logan Gilbert,s,rhp,RHP,7625000,2.6,s,SS,2,3812500,1.3
2025,MIL,Nestor Cortes,lhp,lhp,LHP,7600000,-0.9,lhp,LHP,2,3800000,-0.45
2025,MIL,Nestor Cortes,s,lhp,LHP,7600000,-0.9,s,SS,2,3800000,-0.45
2025,KCR,Hunter Renfroe,rf,rf,RF,7570000,-0.9,rf,RF,1,7570000,-0.9
2025,LAD,Clayton Kershaw,lhp,lhp,LHP,7500000,2.5,lhp,LHP,2,3750000,1.25
2025,LAD,Clayton Kershaw,s,lhp,LHP,7500000,2.5,s,SS,2,3750000,1.25
2025,TOR,Yimi García,rhp,rhp,RHP,7500000,0.1,rhp,RHP,1,7500000,0.1
2025,PHI,Matt Strahm,lhp,lhp,LHP,7500000,1.5,lhp,LHP,1,7500000,1.5
2025,NYM,Jesse Winker,dh,dh,DH,7500000,-0.1,dh,DH,2,3750000,-0.05
2025,NYM,Jesse Winker,lf,dh,DH,7500000,-0.1,lf,LF,2,3750000,-0.05
2025,PIT,Isiah Kiner-Falefa,ss,ss,SS,7500000,0.7,ss,SS,1,7500000,0.7
2025,MIN,Chris Paddack,rhp,rhp,RHP,7500000,0.7,rhp,RHP,2,3750000,0.35
2025,MIN,Chris Paddack,s,rhp,RHP,7500000,0.7,s,SS,2,3750000,0.35
2025,STL,Erick Fedde,rhp,rhp,RHP,7500000,-0.2,rhp,RHP,2,3750000,-0.1
2025,STL,Erick Fedde,s,rhp,RHP,7500000,-0.2,s,SS,2,3750000,-0.1
2025,KCR,Jonathan India,2b,2b,2B,7050000,-0.3,2b,2B,1,7050000,-0.3
2025,WSN,Trevor Williams,rhp,rhp,RHP,7000000,1.2,rhp,RHP,2,3500000,0.6
2025,WSN,Trevor Williams,s,rhp,RHP,7000000,1.2,s,SS,2,3500000,0.6
2025,SEA,Jorge Polanco,3b,3b,3B,7000000,2.6,3b,3B,1,7000000,2.6
2025,ATL,Ozzie Albies,2b,2b,2B,7000000,1.3,2b,2B,1,7000000,1.3
2025,ARI,Merrill Kelly,rhp,rhp,RHP,7000000,3.1,rhp,RHP,2,3500000,1.55
2025,ARI,Merrill Kelly,s,rhp,RHP,7000000,3.1,s,SS,2,3500000,1.55
2025,ATL,Pierce Johnson,rhp,rhp,RHP,7000000,0.3,rhp,RHP,1,7000000,0.3
2025,PIT,Ke'Bryan Hayes,3b,3b,3B,7000000,1.4,3b,3B,1,7000000,1.4
2025,NA,Yariel Rodriguez,rhp,rhp,RHP,7000000,NA,rhp,RHP,2,3500000,NA
2025,NA,Yariel Rodriguez,s,rhp,RHP,7000000,NA,s,SS,2,3500000,NA
2025,BAL,Ryan Mountcastle,1b,1b,1B,6787000,-0.4,1b,1B,1,6787000,-0.4
2025,NA,Jesus Lúzardo,lhp,lhp,LHP,6625000,NA,lhp,LHP,2,3312500,NA
2025,NA,Jesus Lúzardo,s,lhp,LHP,6625000,NA,s,SS,2,3312500,NA
2025,HOU,Isaac Paredes,3b,3b,3B,6625000,2.5,3b,3B,1,6625000,2.5
2025,CHC,Justin Steele,lhp,lhp,LHP,6550000,0,lhp,LHP,2,3275000,0
2025,CHC,Justin Steele,s,lhp,LHP,6550000,0,s,SS,2,3275000,0
2025,NA,Kiké Hernández,ss,ss,SS,6500000,NA,ss,SS,2,3250000,NA
2025,NA,Kiké Hernández,cf,ss,SS,6500000,NA,cf,CF,2,3250000,NA
2025,BAL,Willi Castro,2b,2b,2B,6400000,0.6,2b,2B,2,3200000,0.3
2025,BAL,Willi Castro,of,2b,2B,6400000,0.6,of,OF,2,3200000,0.3
2025,COL,Austin Gomber,lhp,lhp,LHP,6350000,-0.4,lhp,LHP,2,3175000,-0.2
2025,COL,Austin Gomber,s,lhp,LHP,6350000,-0.4,s,SS,2,3175000,-0.2
2025,CIN,Hunter Greene,rhp,rhp,RHP,6333333,2.9,rhp,RHP,2,3166666.5,1.45
2025,CIN,Hunter Greene,s,rhp,RHP,6333333,2.9,s,SS,2,3166666.5,1.45
2025,LAD,Evan Phillips,rhp,rhp,RHP,6100000,0.2,rhp,RHP,1,6100000,0.2
2025,LAA,Travis d'Arnaud,c,c,C,6000000,-0.3,c,C,1,6000000,-0.3
2025,BOS,Liam Hendriks,rhp,rhp,RHP,6000000,0,rhp,RHP,2,3000000,0
2025,BOS,Liam Hendriks,c,rhp,RHP,6000000,0,c,C,2,3000000,0
2025,WSN,Josh Bell,dh,dh,DH,6000000,0.1,dh,DH,2,3000000,0.05
2025,WSN,Josh Bell,1b,dh,DH,6000000,0.1,1b,1B,2,3000000,0.05
2025,HOU,Victor Caratini,c,c,C,6000000,0.8,c,C,1,6000000,0.8
2025,CLE,Paul Sewald,rhp,rhp,RHP,6000000,0,rhp,RHP,1,6000000,0
2025,TOR,Myles Straw,cf,cf,CF,6000000,1.8,cf,CF,1,6000000,1.8
2025,MIL,William Contreras,c,c,C,6000000,3.6,c,C,1,6000000,3.6
2025,LAA,Luis Rengifo,2b,2b,2B,5950000,0,2b,2B,1,5950000,0
2025,PIT,David Bednar,rhp,rhp,RHP,5900000,2,rhp,RHP,2,2950000,1
2025,PIT,David Bednar,c,rhp,RHP,5900000,2,c,C,2,2950000,1
2025,NYY,Jazz Chisholm Jr.,2b,2b,2B,5850000,4.4,2b,2B,1,5850000,4.4
2025,CHW,Andrew Vaughn,1b,1b,1B,5850000,0.6,1b,1B,1,5850000,0.6
2025,TEX,Kyle Higashioka,c,c,C,5750000,1,c,C,1,5750000,1
2025,TBR,Zack Littell,rhp,rhp,RHP,5720000,1.5,rhp,RHP,2,2860000,0.75
2025,TBR,Zack Littell,s,rhp,RHP,5720000,1.5,s,SS,2,2860000,0.75
2025,ARI,Corbin Carroll,lf,lf,LF,5625000,6.5,lf,LF,1,5625000,6.5
2025,KCR,Michael Lorenzen,rhp,rhp,RHP,5500000,1.2,rhp,RHP,2,2750000,0.6
2025,KCR,Michael Lorenzen,of,rhp,RHP,5500000,1.2,of,OF,2,2750000,0.6
2025,TEX,Chris Martin,rhp,rhp,RHP,5500000,0.6,rhp,RHP,1,5500000,0.6
2025,NA,Patrick Sandoval,lhp,lhp,LHP,5500000,NA,lhp,LHP,2,2750000,NA
2025,NA,Patrick Sandoval,s,lhp,LHP,5500000,NA,s,SS,2,2750000,NA
2025,BOS,Garrett Whitlock,rhp,rhp,RHP,5500000,2.2,rhp,RHP,1,5500000,2.2
2025,BAL,Adley Rutschman,c,c,C,5500000,1.2,c,C,1,5500000,1.2
2025,SDP,Yuki Matsui,lhp,lhp,LHP,5500000,-0.3,lhp,LHP,1,5500000,-0.3
2025,LAD,Tony Gonsolin,rhp,rhp,RHP,5400000,-0.1,rhp,RHP,2,2700000,-0.05
2025,LAD,Tony Gonsolin,s,rhp,RHP,5400000,-0.1,s,SS,2,2700000,-0.05
2025,WSN,Keibert Ruiz,c,c,C,5375000,-1,c,C,1,5375000,-1
2025,BAL,Gregory Soto,lhp,lhp,LHP,5350000,0.7,lhp,LHP,1,5350000,0.7
2025,BAL,Kyle Gibson,rhp,rhp,RHP,5250000,-0.6,rhp,RHP,2,2625000,-0.3
2025,BAL,Kyle Gibson,s,rhp,RHP,5250000,-0.6,s,SS,2,2625000,-0.3
2025,PIT,Andrew Heaney,lhp,lhp,LHP,5250000,-0.3,lhp,LHP,2,2625000,-0.15
2025,PIT,Andrew Heaney,s,lhp,LHP,5250000,-0.3,s,SS,2,2625000,-0.15
2025,BAL,Tyler Rogers,rhp,rhp,RHP,5250000,1.3,rhp,RHP,1,5250000,1.3
2025,WSN,Kyle Finnegan,rhp,rhp,RHP,5227727,1.2,rhp,RHP,2,2613863.5,0.6
2025,WSN,Kyle Finnegan,c,rhp,RHP,5227727,1.2,c,C,2,2613863.5,0.6
2025,LAD,Michael Kopech,rhp,rhp,RHP,5200000,0,rhp,RHP,1,5200000,0
2025,PIT,Andrew McCutchen,dh,dh,DH,5000000,-0.1,dh,DH,2,2500000,-0.05
2025,PIT,Andrew McCutchen,of,dh,DH,5000000,-0.1,of,OF,2,2500000,-0.05
2025,LAD,Miguel Rojas,ss,ss,SS,5000000,1.5,ss,SS,1,5000000,1.5
2025,LAA,Yoán Moncada,3b,3b,3B,5000000,0.7,3b,3B,1,5000000,0.7
2025,CHC,Carson Kelly,c,c,C,5000000,2.6,c,C,1,5000000,2.6
2025,MIL,Brandon Woodruff,rhp,rhp,RHP,5000000,1.8,rhp,RHP,2,2500000,0.9
2025,MIL,Brandon Woodruff,s,rhp,RHP,5000000,1.8,s,SS,2,2500000,0.9
2025,NYY,Jonathan Loáisiga,rhp,rhp,RHP,5000000,-0.5,rhp,RHP,1,5000000,-0.5
2025,NYY,Trent Grisham,cf,cf,CF,5000000,3.2,cf,CF,1,5000000,3.2
2025,SFG,LaMonte Wade Jr.,1b,1b,1B,5000000,-1.6,1b,1B,1,5000000,-1.6
2025,HOU,Mauricio Dubón,2b,2b,2B,5000000,2.2,2b,2B,1,5000000,2.2
2025,CIN,Tyler Stephenson,c,c,C,4925000,1.1,c,C,1,4925000,1.1
2025,CLE,Emmanuel Clase,rhp,rhp,RHP,4900000,1.1,rhp,RHP,2,2450000,0.55
2025,CLE,Emmanuel Clase,c,rhp,RHP,4900000,1.1,c,C,2,2450000,0.55
2025,SDP,Jason Adam,rhp,rhp,RHP,4800000,1.2,rhp,RHP,1,4800000,1.2
2025,MIN,Harrison Bader,cf,cf,CF,4750000,3.2,cf,CF,1,4750000,3.2
2025,NA,Leody Taveras,cf,cf,CF,4750000,NA,cf,CF,1,4750000,NA
2025,NYM,David Peterson,lhp,lhp,LHP,4625000,3.1,lhp,LHP,2,2312500,1.55
2025,NYM,David Peterson,s,lhp,LHP,4625000,3.1,s,SS,2,2312500,1.55
2025,TOR,Alejandro Kirk,c,c,C,4600000,4.7,c,C,1,4600000,4.7
2025,TEX,Jonah Heim,c,c,C,4575000,-0.5,c,C,1,4575000,-0.5
2025,MIN,Ryan Jeffers,c,c,C,4550000,2.1,c,C,1,4550000,2.1
2025,SFG,Camilo Doval,rhp,rhp,RHP,4525000,0.6,rhp,RHP,2,2262500,0.3
2025,SFG,Camilo Doval,c,rhp,RHP,4525000,0.6,c,C,2,2262500,0.3
2025,KCR,Chris Stratton,rhp,rhp,RHP,4500000,-0.1,rhp,RHP,1,4500000,-0.1
2025,CHC,Ryan Brasier,rhp,rhp,RHP,4500000,0.3,rhp,RHP,1,4500000,0.3
2025,NYM,Ryne Stanek,rhp,rhp,RHP,4500000,0.1,rhp,RHP,1,4500000,0.1
2025,CLE,Jakob Junis,rhp,rhp,RHP,4500000,0.6,rhp,RHP,2,2250000,0.3
2025,CLE,Jakob Junis,s,rhp,RHP,4500000,0.6,s,SS,2,2250000,0.3
2025,WSN,Luis García Jr.,2b,2b,2B,4500000,0.7,2b,2B,1,4500000,0.7
2025,MIA,Jesús Sánchez,of,of,OF,4500000,1,of,OF,1,4500000,1
2025,NA,Alexis Díaz,rhp,rhp,RHP,4500000,NA,rhp,RHP,2,2250000,NA
2025,NA,Alexis Díaz,c,rhp,RHP,4500000,NA,c,C,2,2250000,NA
2025,SEA,George Kirby,rhp,rhp,RHP,4300000,2.4,rhp,RHP,2,2150000,1.2
2025,SEA,George Kirby,s,rhp,RHP,4300000,2.4,s,SS,2,2150000,1.2
2025,SDP,Wandy Peralta,lhp,lhp,LHP,4250000,0.5,lhp,LHP,1,4250000,0.5
2025,NYM,Griffin Canning,rhp,rhp,RHP,4250000,0.9,rhp,RHP,2,2125000,0.45
2025,NYM,Griffin Canning,s,rhp,RHP,4250000,0.9,s,SS,2,2125000,0.45
2025,CHC,Colin Rea,rhp,rhp,RHP,4250000,1.9,rhp,RHP,1,4250000,1.9
2025,MIL,Jackson Chourio,of,of,OF,4250000,2.9,of,OF,1,4250000,2.9
2025,COL,Ezequiel Tovar,ss,ss,SS,4214286,0.8,ss,SS,1,4214286,0.8
2025,CLE,Steven Kwan,lf,lf,LF,4175000,3.2,lf,LF,1,4175000,3.2
2025,SEA,Victor Robles,cf,cf,CF,4125000,-0.2,cf,CF,1,4125000,-0.2
2025,MIN,Jhoan Duran,rhp,rhp,RHP,4125000,2.1,rhp,RHP,2,2062500,1.05
2025,MIN,Jhoan Duran,c,rhp,RHP,4125000,2.1,c,C,2,2062500,1.05
2025,HOU,Jeremy Peña,ss,ss,SS,4100000,5.7,ss,SS,1,4100000,5.7
2025,NYM,Paul Blackburn,rhp,rhp,RHP,4050000,0.2,rhp,RHP,2,2025000,0.1
2025,NYM,Paul Blackburn,s,rhp,RHP,4050000,0.2,s,SS,2,2025000,0.1
2025,PIT,Tommy Pham,lf,lf,LF,4025000,0.2,lf,LF,1,4025000,0.2
2025,CHC,Justin Turner,1b,1b,1B,4000000,-0.3,1b,1B,2,2000000,-0.15
2025,CHC,Justin Turner,3b,1b,1B,4000000,-0.3,3b,3B,2,2000000,-0.15
2025,CLE,Austin Hedges,c,c,C,4000000,1.2,c,C,1,4000000,1.2
2025,NA,Tom Murphy,c,c,C,4000000,NA,c,C,1,4000000,NA
2025,PHI,Joe Ross,rhp,rhp,RHP,4000000,-0.1,rhp,RHP,2,2000000,-0.05
2025,PHI,Joe Ross,s,rhp,RHP,4000000,-0.1,s,SS,2,2000000,-0.05
2025,COL,Tyler Kinley,rhp,rhp,RHP,4000000,0.9,rhp,RHP,1,4000000,0.9
2025,BAL,Ramón Laureano,rf,rf,RF,4000000,3,rf,RF,1,4000000,3
2025,CIN,Austin Hays,lf,lf,LF,4000000,1.2,lf,LF,1,4000000,1.2
2025,SDP,Michael King,rhp,rhp,RHP,4000000,0.8,rhp,RHP,2,2000000,0.4
2025,SDP,Michael King,s,rhp,RHP,4000000,0.8,s,SS,2,2000000,0.4
2025,ATH,Brent Rooker,dh,dh,DH,4000000,2.4,dh,DH,2,2000000,1.2
2025,ATH,Brent Rooker,lf,dh,DH,4000000,2.4,lf,LF,2,2000000,1.2
2025,ATL,Spencer Strider,rhp,rhp,RHP,4000000,0.9,rhp,RHP,2,2000000,0.45
2025,ATL,Spencer Strider,s,rhp,RHP,4000000,0.9,s,SS,2,2000000,0.45
2025,BOS,Tanner Houck,rhp,rhp,RHP,3950000,-0.3,rhp,RHP,1,3950000,-0.3
2025,SEA,Dylan Moore,3b,3b,3B,3908333,-0.1,3b,3B,1,3908333,-0.1
2025,DET,Colt Keith,1b,1b,1B,3833333,1.6,1b,1B,1,3833333,1.6
2025,TBR,Pete Fairbanks,rhp,rhp,RHP,3816667,1,rhp,RHP,2,1908333.5,0.5
2025,TBR,Pete Fairbanks,c,rhp,RHP,3816667,1,c,C,2,1908333.5,0.5
2025,BOS,Garrett Crochet,lhp,lhp,LHP,3800000,5.8,lhp,LHP,2,1900000,2.9
2025,BOS,Garrett Crochet,s,lhp,LHP,3800000,5.8,s,SS,2,1900000,2.9
2025,BOS,Jarren Duran,cf,cf,CF,3750000,3.9,cf,CF,1,3750000,3.9
2025,KCR,Hunter Harvey,rhp,rhp,RHP,3700000,0.5,rhp,RHP,1,3700000,0.5
2025,NA,Shane McClanahan,lhp,lhp,LHP,3600000,NA,lhp,LHP,2,1800000,NA
2025,NA,Shane McClanahan,s,lhp,LHP,3600000,NA,s,SS,2,1800000,NA
2025,NYY,Clarke Schmidt,rhp,rhp,RHP,3600000,1.3,rhp,RHP,2,1800000,0.65
2025,NYY,Clarke Schmidt,s,rhp,RHP,3600000,1.3,s,SS,2,1800000,0.65
2025,BAL,Jorge Mateo,ss,ss,SS,3550000,-0.6,ss,SS,1,3550000,-0.6
2025,MIN,Bailey Ober,rhp,rhp,RHP,3550000,1.2,rhp,RHP,2,1775000,0.6
2025,MIN,Bailey Ober,s,rhp,RHP,3550000,1.2,s,SS,2,1775000,0.6
2025,CHW,Martín Pérez,lhp,lhp,LHP,3500000,0.8,lhp,LHP,2,1750000,0.4
2025,CHW,Martín Pérez,s,lhp,LHP,3500000,0.8,s,SS,2,1750000,0.4
2025,SFG,Wilmer Flores,2b,2b,2B,3500000,-0.2,2b,2B,2,1750000,-0.1
2025,SFG,Wilmer Flores,3b,2b,2B,3500000,-0.2,3b,3B,2,1750000,-0.1
2025,SEA,Donovan Solano,2b,2b,2B,3500000,0,2b,2B,2,1750000,0
2025,SEA,Donovan Solano,3b,2b,2B,3500000,0,3b,3B,2,1750000,0
2025,LAD,Austin Barnes,c,c,C,3500000,-0.3,c,C,1,3500000,-0.3
2025,ATL,Aaron Bummer,lhp,lhp,LHP,3500000,0.4,lhp,LHP,1,3500000,0.4
2025,MIA,Cal Quantrill,rhp,rhp,RHP,3500000,0.4,rhp,RHP,2,1750000,0.2
2025,MIA,Cal Quantrill,s,rhp,RHP,3500000,0.4,s,SS,2,1750000,0.2
2025,CHW,Josh Rojas,2b,2b,2B,3500000,-1.3,2b,2B,1,3500000,-1.3
2025,HOU,Bryan Abreu,rhp,rhp,RHP,3450000,2.2,rhp,RHP,1,3450000,2.2
2025,MIL,Aaron Ashby,lhp,lhp,LHP,3450000,1.2,lhp,LHP,1,3450000,1.2
2025,CIN,Jose Trevino,c,c,C,3425000,0.3,c,C,1,3425000,0.3
2025,HOU,Chas McCormick,cf,cf,CF,3400000,-0.2,cf,CF,1,3400000,-0.2
2025,CLE,Tanner Bibee,rhp,rhp,RHP,3400000,1.9,rhp,RHP,2,1700000,0.95
2025,CLE,Tanner Bibee,s,rhp,RHP,3400000,1.9,s,SS,2,1700000,0.95
2025,CIN,Gavin Lux,2b,2b,2B,3325000,0.3,2b,2B,1,3325000,0.3
2025,COL,Thairo Estrada,2b,2b,2B,3250000,-0.3,2b,2B,1,3250000,-0.3
2025,PHI,Bryson Stott,2b,2b,2B,3200000,3.1,2b,2B,1,3200000,3.1
2025,BAL,Ramón Urías,2b,2b,2B,3150000,1.1,2b,2B,1,3150000,1.1
2025,NA,Jason Foley,rhp,rhp,RHP,3150000,NA,rhp,RHP,2,1575000,NA
2025,NA,Jason Foley,c,rhp,RHP,3150000,NA,c,C,2,1575000,NA
2025,CIN,Jake Fraley,dh,dh,DH,3125000,0.3,dh,DH,1,3125000,0.3
2025,NYM,Tyrone Taylor,of,of,OF,3025000,0.8,of,OF,1,3025000,0.8
2025,DET,Matt Vierling,rf,rf,RF,3005000,0,rf,RF,1,3005000,0
2025,NA,José Iglesias,ss,ss,SS,3000000,NA,ss,SS,1,3000000,NA
2025,WSN,Jorge López,rhp,rhp,RHP,3000000,0.3,rhp,RHP,1,3000000,0.3
2025,PIT,Caleb Ferguson,lhp,lhp,LHP,3000000,0.8,lhp,LHP,1,3000000,0.8
2025,WSN,Lucas Sims,rhp,rhp,RHP,3000000,-0.5,rhp,RHP,1,3000000,-0.5
2025,NA,Daniel Coulombe,lhp,lhp,LHP,3000000,NA,lhp,LHP,1,3000000,NA
2025,TOR,Erik Swanson,rhp,rhp,RHP,3000000,-0.2,rhp,RHP,1,3000000,-0.2
2025,ATH,Miguel Andujar,lf,lf,LF,3000000,1.1,lf,LF,1,3000000,1.1
2025,PHI,Edmundo Sosa,ss,ss,SS,3000000,1.6,ss,SS,1,3000000,1.6
2025,KCR,Kris Bubic,lhp,lhp,LHP,3000000,3.3,lhp,LHP,2,1500000,1.65
2025,KCR,Kris Bubic,s,lhp,LHP,3000000,3.3,s,SS,2,1500000,1.65
2025,PHI,Brandon Marsh,cf,cf,CF,3000000,2.4,cf,CF,1,3000000,2.4
2025,MIN,Randy Dobnak,rhp,rhp,RHP,3000000,-0.1,rhp,RHP,1,3000000,-0.1
2025,MIN,Joe Ryan,rhp,rhp,RHP,3000000,3.1,rhp,RHP,2,1500000,1.55
2025,MIN,Joe Ryan,s,rhp,RHP,3000000,3.1,s,SS,2,1500000,1.55
2025,MIL,Joel Payamps,rhp,rhp,RHP,2995000,-0.1,rhp,RHP,1,2995000,-0.1
2025,ARI,Ryan Thompson,rhp,rhp,RHP,2965000,0.2,rhp,RHP,1,2965000,0.2
2025,ARI,A.J. Puk,lhp,lhp,LHP,2950000,0,lhp,LHP,2,1475000,0
2025,ARI,A.J. Puk,s,lhp,LHP,2950000,0,s,SS,2,1475000,0
2025,BAL,Dean Kremer,rhp,rhp,RHP,2950000,2.6,rhp,RHP,2,1475000,1.3
2025,BAL,Dean Kremer,s,rhp,RHP,2950000,2.6,s,SS,2,1475000,1.3
2025,STL,Lars Nootbaar,lf,lf,LF,2950000,0.8,lf,LF,1,2950000,0.8
2025,WSN,MacKenzie Gore,lhp,lhp,LHP,2890000,2.9,lhp,LHP,2,1445000,1.45
2025,WSN,MacKenzie Gore,s,lhp,LHP,2890000,2.9,s,SS,2,1445000,1.45
2025,STL,Brendan Donovan,2b,2b,2B,2850000,2.9,2b,2B,1,2850000,2.9
2025,LAD,Hyeseong Kim,2b,2b,2B,2833333,0.8,2b,2B,1,2833333,0.8
2025,NA,Brusdar Graterol,rhp,rhp,RHP,2800000,NA,rhp,RHP,2,1400000,NA
2025,NA,Brusdar Graterol,c,rhp,RHP,2800000,NA,c,C,2,1400000,NA
2025,CHC,Caleb Thielbar,lhp,lhp,LHP,2750000,1.1,lhp,LHP,1,2750000,1.1
2025,NA,Derek Law,rhp,rhp,RHP,2750000,NA,rhp,RHP,1,2750000,NA
2025,NA,Kutter Crawford,rhp,rhp,RHP,2750000,NA,rhp,RHP,2,1375000,NA
2025,NA,Kutter Crawford,s,rhp,RHP,2750000,NA,s,SS,2,1375000,NA
2025,ATH,Seth Brown,1b,1b,1B,2700000,-0.4,1b,1B,2,1350000,-0.2
2025,ATH,Seth Brown,of,1b,1B,2700000,-0.4,of,OF,2,1350000,-0.2
2025,SEA,Andrés Muñoz,rhp,rhp,RHP,2687500,1.9,rhp,RHP,1,2687500,1.9
2025,ATH,Lawrence Butler,rf,rf,RF,2678571,2,rf,RF,1,2678571,2
2025,SEA,Cal Raleigh,c,c,C,2666667,9.1,c,C,1,2666667,9.1
2025,BOS,Brayan Bello,rhp,rhp,RHP,2666667,1.9,rhp,RHP,2,1333333.5,0.95
2025,BOS,Brayan Bello,s,rhp,RHP,2666667,1.9,s,SS,2,1333333.5,0.95
2025,KCR,MJ Melendez,rf,rf,RF,2650000,-0.6,rf,RF,2,1325000,-0.3
2025,KCR,MJ Melendez,lf,rf,RF,2650000,-0.6,lf,LF,2,1325000,-0.3
2025,DET,Jake Rogers,c,c,C,2640000,0.3,c,C,1,2640000,0.3
2025,BAL,Trevor Rogers,lhp,lhp,LHP,2600000,3.3,lhp,LHP,2,1300000,1.65
2025,BAL,Trevor Rogers,s,lhp,LHP,2600000,3.3,s,SS,2,1300000,1.65
2025,ARI,Geraldo Perdomo,ss,ss,SS,2550000,7.1,ss,SS,1,2550000,7.1
2025,LAA,Kyle Hendricks,rhp,rhp,RHP,2500000,1.8,rhp,RHP,2,1250000,0.9
2025,LAA,Kyle Hendricks,s,rhp,RHP,2500000,1.8,s,SS,2,1250000,0.9
2025,NYY,Luke Weaver,rhp,rhp,RHP,2500000,0.5,rhp,RHP,1,2500000,0.5
2025,SDP,Nick Pivetta,rhp,rhp,RHP,2500000,3.7,rhp,RHP,2,1250000,1.85
2025,SDP,Nick Pivetta,s,rhp,RHP,2500000,3.7,s,SS,2,1250000,1.85
2025,COL,Kyle Farmer,2b,2b,2B,2500000,-1.1,2b,2B,1,2500000,-1.1
2025,NYY,Tim Hill,lhp,lhp,LHP,2500000,0,lhp,LHP,1,2500000,0
2025,LAA,Kevin Newman,ss,ss,SS,2500000,-0.8,ss,SS,1,2500000,-0.8
2025,TEX,Hoby Milner,lhp,lhp,LHP,2500000,1,lhp,LHP,1,2500000,1
2025,ARI,Kevin Ginkel,rhp,rhp,RHP,2425000,0.2,rhp,RHP,1,2425000,0.2
2025,CIN,Santiago Espinal,2b,2b,2B,2400000,-0.3,2b,2B,1,2400000,-0.3
2025,NYM,Jose Siri,cf,cf,CF,2400000,-0.4,cf,CF,1,2400000,-0.4
2025,MIN,Griffin Jax,rhp,rhp,RHP,2365000,1.7,rhp,RHP,1,2365000,1.7
2025,BAL,Kyle Bradish,rhp,rhp,RHP,2350000,1.1,rhp,RHP,2,1175000,0.55
2025,BAL,Kyle Bradish,s,rhp,RHP,2350000,1.1,s,SS,2,1175000,0.55
2025,DET,Casey Mize,rhp,rhp,RHP,2340000,2.4,rhp,RHP,2,1170000,1.2
2025,DET,Casey Mize,s,rhp,RHP,2340000,2.4,s,SS,2,1170000,1.2
2025,KCR,John Schreiber,rhp,rhp,RHP,2300000,0.3,rhp,RHP,1,2300000,0.3
2025,NA,Trevor Stephan,rhp,rhp,RHP,2300000,NA,rhp,RHP,1,2300000,NA
2025,HOU,Jake Meyers,lf,lf,LF,2300000,2.3,lf,LF,1,2300000,2.3
